ID Vigilante,Horario preferencia 6 a.m - 2 p.m,Horario preferencia 2 p.m - 10 p.m,Horario preferencia 10 p.m - 6 a.m,Sitio Esperado,D. Sitio 1,D. Sitio 2,D. Sitio 3,D. Sitio 4,D. Sitio 5,D. Sitio 6,D. Sitio 7,D. Sitio 8,D. Sitio 9,D. Sitio 10,D. Sitio 11,D. Sitio 12,D. Sitio 13,D. Sitio 14,D. Sitio 15,D. Sitio 16,D. Sitio 17,D. Sitio 18,D. Sitio 19,D. Sitio 20,D. Sitio 21,D. Sitio 22,D. Sitio 23,D. Sitio 24,D. Sitio 25,D. Sitio 26,D. Sitio 27,D. Sitio 28,D. Sitio 29,D. Sitio 30,D. Sitio 31,D. Sitio 32,D. Sitio 33,D. Sitio 34,D. Sitio 35,D. Sitio 36,D. Sitio 37,D. Sitio 38,D. Sitio 39,D. Sitio 40,D. Sitio 41,D. Sitio 42,D. Sitio 43,D. Sitio 44,D. Sitio 45,D. Sitio 46,D. Sitio 47,D. Sitio 48,D. Sitio 49,D. Sitio 50,D. Sitio 51,D. Sitio 52,D. Sitio 53,D. Sitio 54,D. Sitio 55,D. Sitio 56,D. Sitio 57,D. Sitio 58,D. Sitio 59,D. Sitio 60,D. Sitio 61,D. Sitio 62,D. Sitio 63,D. Sitio 64,D. Sitio 65,D. Sitio 66,D. Sitio 67,D. Sitio 68,D. Sitio 69,D. Sitio 70,D. Sitio 71,D. Sitio 72,D. Sitio 73,D. Sitio 74,D. Sitio 75,D. Sitio 76,D. Sitio 77,D. Sitio 78,D. Sitio 79,D. Sitio 80,D. Sitio 81,D. Sitio 82,D. Sitio 83,D. Sitio 84,D. Sitio 85,D. Sitio 86,D. Sitio 87,D. Sitio 88,D. Sitio 89,D. Sitio 90,D. Sitio 91,D. Sitio 92,D. Sitio 93,D. Sitio 94,D. Sitio 95,D. Sitio 96,D. Sitio 97,D. Sitio 98,D. Sitio 99,D. Sitio 100,D. Sitio 101,D. Sitio 102,D. Sitio 103,D. Sitio 104,D. Sitio 105,D. Sitio 106,D. Sitio 107,D. Sitio 108,D. Sitio 109,D. Sitio 110,D. Sitio 111,D. Sitio 112,D. Sitio 113,D. Sitio 114,D. Sitio 115,D. Sitio 116,D. Sitio 117,D. Sitio 118,D. Sitio 119,D. Sitio 120,D. Sitio 121,D. Sitio 122,D. Sitio 123,D. Sitio 124,D. Sitio 125
290,0,2,2,1,10,24,97,89,15,5,88,84,36,96,80,61,31,28,5,31,86,5,72,68,57,92,17,19,62,75,16,11,69,35,47,84,7,37,40,49,60,14,54,25,2,62,42,3,14,21,85,9,51,96,59,69,57,23,99,20,23,27,52,72,0,47,61,11,3,86,34,5,75,61,45,17,22,98,30,28,90,89,41,27,97,40,40,93,28,51,17,64,4,46,58,39,15,2,32,20,46,28,2,67,21,7,28,100,80,5,80,5,42,29,86,51,52,66,88,60,76,34,77,23,88,38,93,19,29
291,3,0,2,0,63,71,56,35,34,71,36,28,99,68,2,59,3,7,15,95,4,87,24,51,31,28,37,25,80,43,75,16,60,7,68,38,82,60,92,46,57,26,45,93,91,7,1,90,97,27,50,44,62,61,34,56,80,74,87,1,97,90,42,84,88,56,62,33,98,64,8,19,32,95,70,43,30,23,91,13,17,34,33,36,50,100,18,22,97,28,14,27,24,24,59,54,64,12,44,26,58,25,30,85,15,97,50,54,46,89,84,71,25,26,29,73,75,71,27,48,84,56,7,60,29,51,62,15,11
292,3,2,3,3,81,26,52,64,6,78,69,62,35,33,33,75,92,63,74,15,90,71,33,27,8,67,45,30,70,26,10,75,93,56,79,18,88,18,49,24,45,95,57,74,84,15,97,45,89,69,18,92,42,9,67,12,19,25,75,38,40,95,70,62,82,89,32,57,25,82,52,71,100,24,38,13,70,5,1,43,47,45,57,52,69,31,22,70,100,27,10,16,82,38,69,22,34,41,74,62,10,7,57,86,38,76,91,98,3,9,97,60,30,66,97,67,47,41,44,46,3,22,2,23,89,43,94,10,87
293,3,2,2,3,46,54,24,16,8,34,82,38,7,74,66,61,11,10,46,36,75,48,98,86,81,54,4,33,21,27,73,43,27,54,5,9,65,10,53,59,100,54,25,37,38,34,39,14,30,45,8,25,1,20,48,18,75,76,18,85,5,57,21,28,2,96,71,75,59,54,74,4,19,28,94,34,61,63,24,47,68,91,97,92,91,21,17,48,41,68,7,87,12,24,82,10,41,40,57,5,72,25,8,31,51,45,8,11,37,24,64,13,51,4,60,88,52,36,15,81,22,100,98,77,73,48,82,28,52
294,0,1,0,0,81,46,74,66,8,47,16,87,90,13,34,11,58,0,75,20,96,68,38,24,9,100,97,61,83,31,10,32,77,25,99,97,34,57,72,97,8,37,72,49,87,42,67,6,57,80,55,1,26,29,77,78,18,52,56,20,25,79,15,29,43,90,20,96,45,100,14,3,94,35,82,80,51,45,3,71,16,70,53,43,91,69,77,29,94,83,94,98,35,53,50,27,60,38,82,3,4,41,44,82,42,19,74,36,3,10,64,84,7,33,41,78,57,42,47,44,60,98,91,67,21,58,34,43,2
295,0,3,3,0,25,21,4,4,4,87,23,36,80,32,35,88,84,67,1,46,89,97,72,83,0,51,26,96,44,22,85,53,18,37,59,71,52,69,67,75,91,61,53,84,27,94,15,66,69,83,78,84,64,76,30,13,0,60,19,33,95,53,36,27,32,54,85,20,17,9,20,76,2,95,96,7,97,35,91,45,44,94,14,92,51,41,46,32,97,72,69,65,84,40,76,90,7,97,41,33,25,31,65,67,54,98,36,65,84,39,97,14,52,31,99,70,96,74,4,2,83,32,14,10,92,19,11,29,83
296,0,1,0,2,50,52,49,38,42,90,97,21,84,52,90,6,66,80,70,100,43,58,80,84,4,86,6,81,33,23,14,78,56,1,55,6,60,50,9,30,30,75,24,5,94,76,23,33,19,43,61,31,95,99,17,25,99,15,7,40,34,35,79,3,11,55,81,7,27,76,22,51,15,22,85,67,61,21,32,97,73,57,75,27,69,64,60,25,89,25,79,11,81,59,0,100,5,89,45,74,44,86,54,84,7,4,92,74,43,32,8,19,48,29,22,69,57,63,96,69,16,52,0,1,34,65,70,9,40
297,0,1,3,3,20,23,11,71,49,46,98,23,58,57,54,76,24,44,12,48,80,7,16,93,59,44,65,45,92,48,69,29,75,21,20,67,30,29,84,61,26,22,0,84,59,6,20,64,61,34,65,17,18,63,59,29,80,92,45,85,40,8,100,28,29,38,12,99,54,48,12,10,34,10,43,85,9,86,44,16,49,34,51,61,80,98,80,72,91,35,8,81,22,69,82,33,93,72,5,34,52,33,18,15,65,98,86,36,88,84,95,22,65,3,88,33,8,0,93,82,84,91,23,18,49,98,55,76,29
298,3,2,3,2,82,6,96,17,80,81,99,8,45,6,85,93,24,34,19,8,63,88,86,81,91,72,41,89,85,67,1,14,6,42,49,6,13,12,16,42,26,58,43,51,7,79,10,49,26,64,93,40,7,52,14,4,78,85,96,79,75,72,81,6,71,11,23,29,85,45,1,10,16,86,1,86,52,34,94,71,51,13,51,85,30,38,79,54,86,36,82,65,0,57,58,19,27,58,42,77,100,21,62,87,13,62,87,100,57,80,15,14,6,76,94,80,86,0,63,52,3,18,0,6,71,94,38,5,85
299,2,2,2,2,87,91,75,68,80,62,11,34,89,84,20,67,42,99,91,79,67,70,59,31,36,97,71,33,72,74,9,22,6,63,78,11,59,42,96,13,73,71,82,43,15,19,13,74,85,21,16,90,92,53,29,45,42,38,84,4,51,100,78,3,82,27,45,100,33,55,54,32,85,31,64,16,3,98,38,94,14,13,54,78,80,96,49,13,6,84,97,64,33,37,19,44,45,10,90,76,68,49,78,83,13,74,35,63,51,10,67,89,96,62,73,68,4,89,23,86,2,83,44,77,71,6,74,77,40
300,0,2,1,2,78,16,60,99,100,49,31,57,53,77,13,65,3,26,96,86,56,93,53,31,79,51,51,56,40,58,46,15,62,11,87,93,14,31,55,17,31,11,69,26,16,32,67,41,51,74,13,18,85,28,99,0,18,82,58,29,64,74,72,25,52,27,63,35,6,52,89,71,8,75,89,63,49,67,79,42,78,29,91,54,41,4,96,31,96,3,39,51,15,29,95,39,99,89,78,60,64,50,75,71,49,95,54,51,63,19,63,53,71,80,85,47,61,26,96,16,33,6,18,58,50,73,58,90,35
301,1,2,3,1,15,99,13,77,66,93,71,95,84,80,82,18,46,23,49,94,20,38,3,63,57,65,85,6,0,69,20,72,9,31,51,46,64,9,33,90,97,96,89,6,47,89,47,91,73,10,26,42,25,47,11,39,16,35,98,25,50,33,53,43,29,37,89,78,39,39,23,12,11,79,55,72,94,54,24,78,55,84,4,21,12,25,41,77,42,94,4,29,39,50,61,43,17,96,56,91,33,7,42,0,89,93,3,15,68,29,17,60,15,56,92,29,83,21,59,5,18,97,65,38,14,49,98,8,81
302,2,2,2,0,15,32,68,56,65,49,4,9,60,71,30,75,47,74,58,63,41,49,58,13,74,17,62,13,75,15,18,87,51,37,24,92,36,87,68,10,68,15,10,36,10,38,97,7,86,69,48,10,55,88,57,12,3,68,53,81,29,39,95,19,42,14,33,98,15,73,66,60,82,98,55,0,91,73,2,33,47,17,78,35,60,17,88,72,27,4,44,7,70,33,54,23,28,75,42,24,36,52,35,22,93,67,9,93,78,87,42,91,23,21,86,83,67,59,49,95,55,44,47,7,10,51,73,27,70
303,1,1,1,3,99,64,21,59,41,68,75,33,67,51,0,34,51,6,54,7,59,81,2,75,88,92,75,1,93,98,4,77,6,95,4,54,53,46,33,81,4,70,89,5,71,3,21,32,16,47,69,81,80,18,29,13,44,100,90,6,12,17,39,34,36,17,85,93,60,86,58,3,39,24,13,27,19,36,70,57,17,65,82,98,94,57,21,94,83,33,82,76,36,17,75,24,33,8,7,62,41,80,12,17,8,51,26,87,44,44,77,43,82,26,1,80,80,38,42,55,93,34,14,91,70,83,86,99,26
304,3,2,3,1,73,71,61,74,64,93,67,77,12,51,71,84,22,12,23,82,27,50,41,60,81,47,24,13,36,59,72,74,89,75,31,55,57,21,34,78,26,3,88,9,97,89,90,99,33,28,56,89,94,5,33,79,14,84,48,84,1,38,89,92,16,16,17,29,26,25,79,49,42,58,26,47,52,12,90,24,36,44,75,50,2,71,15,19,98,68,97,74,24,54,88,25,12,85,75,23,92,4,32,92,26,7,37,59,95,95,88,32,83,27,4,89,43,47,4,40,42,30,79,49,45,65,25,25,53
305,1,0,0,3,91,27,16,97,46,19,87,74,90,100,0,33,26,72,59,34,3,88,27,71,39,17,4,46,6,0,11,3,59,47,28,97,74,33,21,18,2,74,97,74,46,11,48,42,26,91,57,52,15,8,55,85,55,12,76,8,23,18,83,74,75,90,17,40,51,97,63,80,3,56,88,33,27,59,74,58,15,33,48,66,97,54,77,73,96,77,52,24,21,28,69,90,72,6,33,55,62,18,90,33,30,81,59,77,66,33,7,40,49,9,47,65,12,32,1,34,30,21,5,37,45,8,65,71,77
306,0,0,0,2,53,23,57,93,64,28,100,96,68,60,27,76,88,36,17,72,87,31,26,18,51,28,25,52,6,30,0,77,70,11,23,48,61,95,36,64,56,85,23,26,35,90,23,74,58,50,65,75,77,22,12,76,95,74,31,73,83,21,88,58,17,28,13,7,30,77,33,57,44,64,68,90,61,59,80,93,26,55,64,73,70,1,54,31,19,30,28,1,44,8,78,73,58,83,23,71,97,77,59,2,94,97,12,33,88,86,36,5,90,0,27,43,95,36,32,94,58,84,21,61,9,41,85,67,91
307,3,2,2,0,7,47,87,57,95,23,39,51,82,20,93,51,44,43,82,48,25,16,10,94,73,97,64,59,94,51,22,89,58,25,70,57,39,63,95,52,73,43,60,65,48,28,3,83,65,25,97,74,28,85,34,84,39,58,46,25,15,68,56,48,19,55,15,74,36,100,73,89,44,20,1,7,82,12,92,86,74,79,41,36,46,75,93,53,30,81,78,39,35,32,21,43,80,79,19,67,86,56,87,20,17,64,84,33,7,44,68,16,77,87,37,19,75,49,74,94,47,76,46,33,50,4,9,85,14
308,2,3,1,0,98,12,58,49,43,13,80,91,89,95,21,69,51,87,82,76,57,17,20,66,20,70,97,28,7,46,75,46,53,52,47,13,15,76,55,54,100,8,76,12,82,46,3,78,100,38,60,88,100,22,27,80,27,64,0,12,93,3,34,65,36,10,58,68,16,63,17,27,25,90,37,45,30,40,55,46,7,92,90,36,22,44,35,93,32,73,54,89,48,66,43,79,91,47,13,75,86,57,77,78,34,71,50,69,28,13,29,56,10,51,29,69,51,91,85,6,5,35,100,40,9,22,88,85,53
309,1,1,1,1,20,48,6,93,27,49,17,14,89,51,84,0,15,14,31,13,72,33,10,85,65,52,38,52,21,28,69,21,53,22,78,98,80,25,6,93,59,10,70,24,72,56,62,3,16,50,80,15,48,13,48,73,69,90,71,7,87,64,17,97,66,16,36,33,21,71,74,14,88,83,52,22,58,14,25,11,50,52,65,43,92,47,88,74,60,97,89,20,7,37,22,9,90,42,9,50,40,51,20,42,34,76,6,59,95,57,58,30,32,44,90,98,28,73,20,40,85,13,37,48,97,75,81,40,89
310,0,3,2,1,39,24,93,11,6,11,20,33,76,47,99,30,8,88,23,97,42,89,100,94,52,97,59,93,56,69,71,64,7,44,86,44,12,77,13,23,50,23,63,47,59,16,91,65,33,77,86,31,44,55,41,40,43,40,65,54,49,66,82,96,44,53,10,12,49,79,70,98,83,11,57,52,19,81,25,84,0,33,15,31,96,30,66,77,19,81,81,91,58,87,36,87,85,71,0,77,28,62,41,61,1,10,47,39,25,10,68,28,7,9,46,53,47,99,79,61,60,24,23,29,29,58,43,28,19
311,2,2,2,0,32,92,76,95,40,16,37,86,48,31,5,33,21,6,29,20,95,22,35,98,64,20,100,97,8,5,47,3,72,92,81,12,97,85,12,58,57,37,5,64,95,18,64,57,45,34,45,18,64,76,58,97,37,89,11,21,86,88,8,100,41,56,81,42,88,93,62,51,99,11,93,23,65,54,62,29,90,36,30,48,44,11,7,62,20,0,17,9,92,92,78,77,96,42,45,96,16,19,26,92,52,32,82,77,47,32,79,87,96,7,36,77,83,76,47,19,57,49,27,39,73,74,99,65,84
312,1,2,0,0,57,35,45,50,89,47,48,76,90,42,3,54,35,15,78,59,99,87,16,32,61,80,19,2,47,91,4,58,99,5,3,53,48,8,49,70,69,83,22,60,14,75,65,40,31,23,63,31,63,79,29,57,76,69,53,78,81,94,30,45,89,55,67,1,54,80,25,9,51,10,69,28,80,7,69,66,85,41,65,67,43,27,89,79,29,66,54,94,50,74,10,90,30,40,79,15,33,96,92,82,21,65,25,93,29,61,91,49,57,0,100,32,67,50,11,67,83,83,36,38,33,98,15,51,12
313,0,1,0,1,27,17,91,21,79,0,97,64,43,5,77,6,55,2,28,39,80,50,91,34,8,49,26,68,39,99,78,55,89,14,26,50,52,38,59,65,34,72,14,57,72,53,57,53,3,92,16,29,49,27,43,22,14,93,96,11,81,40,82,67,55,100,85,0,85,79,15,44,18,13,32,13,83,91,80,59,75,17,10,52,45,35,8,79,80,66,71,97,99,84,24,49,82,74,8,6,3,28,61,11,93,90,51,43,96,27,2,55,82,68,19,71,75,93,84,49,9,77,36,64,14,19,75,40,48
314,3,0,2,1,45,46,92,8,4,33,8,4,76,58,30,85,19,58,20,73,69,16,42,13,71,10,64,26,61,9,89,84,1,85,52,86,89,81,84,57,8,87,8,92,90,39,89,29,29,48,58,29,69,49,77,63,8,19,24,64,87,11,29,44,69,59,31,49,72,16,71,58,53,75,35,79,87,66,30,64,36,27,37,43,33,99,75,92,17,28,11,2,82,36,68,17,92,97,29,38,17,16,18,3,49,95,64,43,77,81,2,31,20,69,90,12,9,99,2,79,62,66,75,87,43,91,14,68,20
315,0,3,2,0,93,24,36,51,64,5,45,18,76,39,44,93,74,16,87,84,59,57,89,99,36,4,72,86,69,31,5,52,42,16,15,11,76,80,97,73,21,40,1,32,1,94,16,44,64,45,49,66,77,28,79,37,2,31,29,42,29,3,21,1,26,19,10,27,42,0,51,74,29,63,92,64,30,71,54,75,21,5,41,94,85,39,10,40,67,11,41,84,8,5,26,97,0,90,76,47,5,85,75,69,22,77,53,85,3,85,17,4,25,10,75,94,67,42,96,37,6,44,70,83,34,53,26,16,96
316,3,2,0,2,86,26,52,12,3,19,8,10,31,19,38,38,82,53,49,60,77,69,54,8,99,47,36,48,47,91,68,11,98,26,72,25,17,37,79,12,66,63,47,12,20,54,24,64,75,7,43,99,14,37,82,28,87,69,10,16,92,51,87,30,59,82,12,49,11,38,10,82,63,93,26,72,83,18,78,28,35,41,99,53,4,91,27,34,27,52,17,47,61,46,98,95,2,63,100,98,95,28,96,70,83,50,34,92,13,33,63,20,88,82,65,81,1,55,41,92,82,55,1,29,16,4,97,67,53
317,1,1,0,0,59,0,49,8,95,71,57,87,2,57,19,87,51,56,92,70,3,91,79,50,27,18,57,23,31,65,39,57,60,58,14,34,14,14,65,10,99,93,65,74,95,3,61,77,75,61,75,91,18,59,68,27,17,50,70,54,58,18,22,40,1,60,63,7,66,51,67,53,2,45,86,15,37,56,19,44,46,61,96,20,41,78,41,74,98,66,37,68,60,54,18,87,78,16,45,19,95,91,7,38,21,93,97,31,47,55,18,71,13,88,5,37,100,38,32,15,93,45,39,15,98,14,1,9,8
318,3,2,1,2,0,89,33,90,1,74,83,2,39,45,89,17,7,74,30,15,58,22,65,79,95,22,65,48,29,45,45,80,51,29,3,8,26,68,79,99,95,96,51,7,93,74,19,58,85,13,73,39,39,93,76,77,64,56,87,83,36,37,99,47,67,51,43,91,21,63,16,85,90,11,59,9,61,28,73,87,20,69,92,21,2,1,34,37,65,85,17,83,15,70,82,98,96,91,99,94,13,85,13,4,99,66,74,21,25,70,26,66,82,48,41,74,62,92,75,22,64,18,77,69,80,26,65,90,96
319,0,0,2,1,44,99,1,45,74,97,30,2,82,81,19,87,89,40,36,34,59,80,27,78,81,54,50,70,23,30,95,71,11,55,37,77,13,0,70,5,58,42,99,43,84,20,60,73,48,28,38,84,18,11,54,35,19,68,41,55,70,76,90,9,29,5,50,13,72,82,9,78,93,89,50,100,94,34,88,91,92,9,7,100,77,64,5,96,46,43,64,18,16,12,53,83,40,32,36,66,34,68,57,49,77,9,72,1,80,22,55,43,42,53,43,26,88,98,18,86,43,6,1,69,72,11,38,43,28
320,2,1,1,1,85,94,77,7,13,68,88,1,42,37,48,52,81,34,18,83,23,43,79,81,85,13,1,6,8,1,35,77,73,82,31,8,35,88,65,16,47,51,79,6,57,97,21,51,90,11,29,12,83,49,37,33,24,90,85,71,72,33,70,33,44,45,72,82,88,16,17,73,91,51,37,72,21,88,29,26,99,6,28,61,76,27,33,83,35,41,50,85,49,56,49,86,75,96,67,32,72,71,15,79,79,56,2,25,89,25,91,75,32,30,36,67,82,56,8,72,29,77,67,63,62,23,77,4,74
321,0,3,2,3,52,70,42,18,80,46,10,30,32,38,8,59,76,56,28,67,83,94,54,72,27,70,94,62,95,85,2,13,92,66,71,75,7,100,85,35,26,62,97,45,96,41,41,76,87,58,23,38,79,20,0,34,59,37,64,50,22,34,37,61,89,29,28,56,35,81,76,56,54,83,90,52,29,83,92,100,23,58,44,10,45,20,42,83,67,67,74,99,4,28,36,34,28,39,91,97,89,53,64,17,23,83,54,57,92,6,49,45,38,81,66,50,4,85,26,85,81,47,40,1,12,39,42,10,31
322,3,2,0,1,65,54,28,100,5,2,6,50,47,1,1,82,99,80,21,12,68,15,10,66,78,68,49,93,93,90,23,0,32,82,30,61,42,93,56,91,16,77,21,85,96,46,25,89,43,69,55,6,32,83,68,85,55,92,73,61,23,64,51,95,76,73,100,90,75,14,26,59,76,24,33,73,66,68,81,50,48,69,21,51,35,99,17,90,89,26,35,82,99,65,53,35,74,19,99,92,37,9,73,69,87,69,43,10,12,35,33,19,36,24,4,91,92,96,15,92,65,59,100,62,71,20,60,6,88
323,2,2,1,1,58,75,5,32,43,96,49,60,29,5,62,32,52,22,11,91,31,32,58,66,86,13,49,9,100,65,63,94,89,50,100,91,92,79,11,8,66,49,49,21,86,44,1,58,39,82,84,28,34,24,75,48,39,19,30,32,42,24,37,38,61,37,62,7,12,17,88,42,7,39,44,61,6,83,93,41,29,55,8,2,7,21,78,45,18,76,96,61,83,23,49,33,51,45,89,35,40,76,21,92,66,75,47,73,11,99,4,55,8,22,91,97,67,58,63,29,11,30,72,85,88,23,76,83,87
324,1,3,1,1,22,34,20,24,35,18,84,67,3,97,41,54,86,54,32,33,53,61,90,62,43,73,94,51,47,87,2,28,0,53,79,37,70,58,26,22,98,26,40,5,25,36,75,14,49,97,83,17,46,61,34,58,20,85,7,18,73,54,31,3,1,35,52,53,32,38,93,22,75,96,1,89,87,56,53,27,25,2,40,54,12,99,24,36,84,95,96,69,27,34,3,97,25,90,78,91,45,58,8,59,79,20,52,13,24,39,98,51,92,17,77,48,66,83,94,66,75,78,74,2,22,55,76,65,74
325,3,1,0,1,14,95,80,40,90,72,70,36,77,91,41,59,22,43,57,69,28,83,22,62,5,65,86,14,39,27,81,78,42,12,69,59,83,90,59,40,32,1,1,49,64,61,89,52,21,87,58,48,10,57,42,3,35,48,88,1,82,66,4,94,76,80,33,61,54,51,18,5,12,79,83,99,94,7,20,49,53,99,76,89,4,51,84,20,88,73,38,86,10,2,27,42,80,97,75,3,12,81,8,82,80,70,80,69,85,6,9,6,76,16,48,79,21,4,14,93,35,88,2,0,75,88,20,68,87
326,2,0,2,3,10,76,51,79,45,51,23,20,66,39,4,65,47,78,85,24,40,28,37,43,66,36,10,9,65,29,87,38,0,17,71,68,85,6,60,6,75,21,59,59,87,89,87,85,96,25,86,98,21,34,69,67,4,96,33,25,33,70,14,62,6,57,66,92,57,0,38,67,70,59,29,66,93,21,100,37,3,52,79,39,36,97,65,100,79,13,60,84,24,46,3,24,30,11,10,75,26,13,71,86,28,28,64,80,25,65,82,63,92,67,24,52,55,21,71,93,24,66,96,35,48,4,21,72,53
327,2,1,0,1,98,32,4,8,72,52,2,65,18,55,93,6,40,82,83,33,96,76,25,77,25,46,47,38,13,29,31,34,34,19,98,29,95,41,28,97,34,80,100,8,87,54,90,6,43,11,69,90,96,17,0,84,89,4,29,80,20,88,62,15,82,92,87,0,36,100,73,93,74,0,98,57,23,25,17,44,83,68,74,93,73,9,28,9,0,47,28,34,23,94,74,17,16,54,83,89,60,52,25,30,55,28,65,33,15,94,57,37,14,43,79,28,61,3,80,55,21,62,76,95,91,43,99,59,51
328,3,0,2,0,2,39,0,5,55,63,65,74,63,81,76,36,63,28,40,58,97,92,16,83,76,80,93,67,86,60,21,88,51,69,44,31,78,75,4,38,3,22,95,3,93,96,56,54,64,95,26,38,61,50,92,4,0,1,88,29,20,97,79,38,77,55,67,11,30,90,19,34,54,46,2,95,94,38,25,13,7,98,41,3,72,41,65,28,29,50,22,9,62,75,31,66,61,57,94,79,29,32,86,46,49,85,98,2,53,1,13,0,49,44,24,63,88,11,70,19,27,94,39,29,99,27,49,2,61
329,3,1,3,0,32,87,54,78,53,20,55,49,91,96,70,99,66,32,73,33,73,2,76,4,77,28,100,94,17,4,33,18,85,90,76,19,87,5,85,77,85,1,68,77,85,63,7,10,83,35,20,96,4,82,83,12,53,57,29,29,42,21,19,45,4,44,17,59,81,35,4,90,18,79,69,47,34,69,6,82,37,39,78,96,15,71,27,91,82,93,39,100,61,3,76,1,4,52,90,38,9,91,33,80,96,64,72,42,7,47,60,25,78,16,66,68,6,22,49,36,19,73,96,3,58,40,73,89,1
330,3,2,2,0,40,23,84,20,55,31,59,32,92,10,40,91,0,83,42,21,59,90,57,4,60,41,23,42,52,97,14,51,71,54,28,97,90,37,11,8,68,84,26,9,11,19,95,64,56,27,100,88,71,53,57,58,64,78,98,0,46,28,24,65,1,34,73,68,72,1,2,25,12,80,21,4,81,17,62,21,39,42,63,84,19,77,47,5,68,49,90,79,5,15,70,97,42,18,81,77,27,65,90,86,78,36,87,98,72,68,19,27,50,40,80,25,40,26,59,1,52,63,37,65,8,8,15,29,95
331,1,0,2,1,10,87,13,18,61,40,67,57,9,70,95,36,57,58,59,79,6,27,98,92,5,91,84,57,24,43,52,61,28,20,67,17,4,95,94,43,68,50,67,68,15,4,3,28,7,93,8,26,20,71,18,75,78,72,93,56,95,92,43,94,32,96,16,18,37,45,9,89,68,12,55,21,98,14,74,40,44,94,16,37,67,40,71,23,80,26,80,19,83,19,43,77,26,72,81,62,80,68,85,87,15,87,15,37,77,82,28,43,49,70,54,64,96,34,66,15,75,46,52,52,70,38,87,15,77
332,3,2,1,1,95,99,67,2,82,69,11,62,2,41,98,56,68,3,17,98,70,31,51,47,46,87,29,16,17,84,33,20,49,36,48,92,83,47,91,61,61,83,20,5,78,73,23,11,70,94,93,79,48,91,70,78,94,88,14,67,50,82,93,19,12,0,9,26,29,45,44,53,31,85,52,72,15,94,19,98,18,8,18,52,73,56,20,38,97,98,41,79,86,40,86,75,74,64,14,73,96,49,58,79,62,37,0,25,11,4,47,53,62,79,92,2,46,67,93,18,3,72,42,31,23,75,99,28,1
333,2,1,2,0,54,19,11,47,98,22,43,58,79,97,68,90,26,92,43,67,25,17,55,71,63,94,51,42,90,88,49,61,96,87,32,48,87,74,9,2,85,27,100,54,33,56,31,11,85,31,17,69,40,98,12,33,37,65,97,38,11,29,17,53,35,14,84,49,96,41,51,61,12,4,48,35,3,83,70,64,76,33,57,29,98,99,42,46,38,22,76,23,82,23,40,43,1,70,55,78,47,69,58,46,73,64,84,59,95,93,39,56,28,30,63,30,34,95,30,86,57,9,55,86,79,55,69,76,55
